receipt_no,person_id,confidence,dep_gap_s,n_candidates,has_features,workstation
95960,b4482452-9d6e-4ae9-bb30-b30d68b287db,0.315,54.4,5,1,2
95961,29ee87ee-a691-4ce6-be79-ea183a7e5155,0.316,25.0,5,1,2
95970,6b5dcef6-e5ec-4d63-a8c7-8eb168b0e4ea,1.000,6.2,1,1,2
95973,9b7515f6-9756-4c49-a7bb-5536b72120d0,0.382,12.7,4,1,2
95976,ce27f362-c986-4a18-a178-314973929809,0.157,11.0,7,0,2
95979,1f04201d-f26c-4972-89e3-feb901010534,0.437,11.7,6,1,2
95982,7b2d13d7-2b1f-4463-ad6f-b0bbaf22f81f,0.201,16.5,7,0,2
95986,b3291bb7-cee2-495f-b392-96c6fdbe6afa,0.232,14.0,6,0,2
95989,de6c7aa7-acb0-4df6-9570-89bd1480e331,0.361,3.0,3,0,2
95992,9ae4b216-0d4b-423c-9730-40b68b4e1492,0.390,18.3,5,1,2
95993,1c01bc25-05b6-4e59-bef6-4770ff3797c9,0.387,11.7,4,1,2
95998,e8fd57aa-0d46-4df5-80ca-c314791112f1,0.324,21.2,7,1,2
95999,daf6e08c-9238-439f-97b1-bc5a7dad0f10,0.629,134.9,4,1,2
96000,8840c630-128a-4944-bc29-b31415b7f7d5,0.198,8.6,8,0,2
96003,58352ae0-3626-434e-a29c-92235480c1ca,0.658,3.8,4,0,2
96004,45a6586f-d577-432f-bbda-ab63e1a97607,0.271,47.0,4,0,2
96005,e1b09a84-11f8-4c0a-adde-11e081954cba,0.227,6.3,7,1,2
96008,e9056126-07c4-4472-8dca-8e207808a629,0.279,2.5,8,1,2
96009,b7790c6a-634e-4ddf-a724-0e26b86facda,0.173,34.4,7,1,2
96011,0caed8af-b45e-4635-a7cf-151b2426debb,0.660,37.2,4,1,2
96012,d9caea25-c2a0-476b-8154-0d5a29505012,0.201,11.7,6,1,2
96013,45a34c60-a39d-4f50-9ac5-debc12ad119f,0.141,19.4,8,0,2
96014,64f59dd9-6a04-40bf-9c98-a5fb1a5368e4,0.337,0.0,3,1,2
96017,8f7d4715-0604-4df8-b2a8-8d96e7522bf4,0.508,22.3,2,1,2
96018,18168db8-996c-4143-8e89-23add4238845,0.996,16.9,2,1,2
96019,f9cf3a34-327e-47ba-8740-301951d8aab8,0.827,5.4,3,0,2
96022,af2f2e1f-cf12-47a0-84a1-9faa68d4b1e5,0.365,27.6,3,1,2
96023,bb4aabc2-aed1-4ca7-88af-ab3c74004490,0.355,3.0,3,1,2
96026,5a2df8e6-d248-47bf-9d7c-d5c906148fee,0.394,0.1,4,0,2
96027,a4e083f7-e18d-4a7c-8e61-a7ef67f63744,0.401,6.8,3,1,2
96030,73c7c2d7-e1cd-493c-ac26-6cf86cd65887,0.504,5.2,2,1,2
96033,5d88f87d-0421-4efc-964b-ba41fd399995,0.325,3.0,4,1,2
96034,fe18d89f-276b-4138-a6a8-78252a88ba10,0.213,72.6,5,1,2
96035,d27938d7-0df1-4521-bae7-6ce1f1ff60d7,0.181,14.8,6,1,2
96038,36ddb852-2ce3-48e9-9524-d4871db48ce9,1.000,8.7,1,1,2
96041,c7e44dc1-bd15-444e-8ba1-b3c40c8e457d,0.693,85.3,2,1,2
96042,e8573999-fe31-475c-b4cd-3ccc36ef824f,0.304,2.6,4,0,2
96043,8db6a18a-1a65-492c-af93-2d1e51c4edb4,0.697,18.5,2,1,2
96044,c44ec3a4-2ebf-49d4-8296-556dbe9b2ac0,0.502,19.9,2,1,2
96045,8a63b08d-91ec-4e3b-8a26-54486f10328f,0.452,8.7,3,1,2
96048,631ae0ff-12ac-403f-8be7-567a630b7ee0,0.528,6.0,2,0,2
96051,984dc5b5-29f8-4876-ac78-bfece79328f8,0.183,0.8,6,0,2
96057,035c1cda-75cf-44a1-9329-6186e11e1438,0.232,4.5,8,0,2
96058,f6ef5f23-b5a3-4946-bb7a-30685ec9a07d,0.166,7.4,9,0,2
96061,5610ca0a-cfbe-4ccc-8cff-c96ed288041d,0.328,5.5,5,0,2
96064,fdc4e8fb-a5b6-4682-b427-b2184a3e728b,0.257,9.0,5,0,2
96067,4f617e4d-cf7d-4625-8294-b17553d8f764,0.638,18.7,5,0,2
96068,1bf24022-d952-4cec-913b-9dafda521e34,0.999,3.0,3,1,2
96069,6b3fccda-1ffb-4547-9540-318ea4086b71,0.214,3.0,9,0,2
96070,a6baa7c5-3733-44e8-b665-7ac2f1933cb4,0.269,1.6,10,1,2
96071,670dd2d3-1a9e-498e-9972-fb964d45c1a0,0.152,25.0,9,0,2
96074,1bb06202-f573-45bf-9655-989facb182cd,0.293,3.3,4,1,2
96077,d635f2c9-f090-4897-98d6-9378f1dde555,0.610,1.9,5,0,2
96078,e500c0e2-92a1-4333-be28-e0d91477af83,0.335,1.1,5,1,2
96079,614b3a68-dab9-471d-a7cd-5458e18dcf27,0.349,3.5,4,1,2
96082,72851bb4-d589-458e-971c-f151889f2844,0.487,4.9,5,0,2
96083,6ce80a36-bcaf-4711-9143-55fdcabae5a9,0.178,13.0,7,0,2
96084,35da12c2-c7cb-451f-9249-6c00ee067774,0.292,56.6,3,1,2
96087,a68fc297-579b-4fa3-b6d8-83fc003119ea,0.980,63.9,2,1,2
96090,078c92e1-83a5-4987-8ad0-98194f518da6,0.146,247.9,4,1,2
96091,9a352720-d189-400b-aab3-62e2022ec08c,0.572,6.3,7,0,2
96092,52160737-9328-44e4-a2b1-e9c94e87d472,0.141,89.0,8,1,2
96095,5cc98efd-94cf-4e50-bb7a-5c93a09f24d3,0.284,0.4,7,1,2
96096,83b250c3-0f54-4341-882f-729928560232,0.320,12.9,7,0,2
96097,75b23ef0-81c1-4712-9ad4-48afa98e0b39,0.180,13.7,7,1,2
96100,15bfb5f7-c287-4eb1-8ed2-45315a429801,0.732,7.9,3,1,2
96103,472cf76e-8561-411e-a687-402f1c6be080,0.867,2.0,3,1,2
96104,681d42ff-abdb-437c-9558-52e1036c0bc7,0.475,21.9,3,1,2
96105,5d793473-3ecc-4cf1-bdfc-272a68cfb7be,0.730,3.4,3,1,2
96106,1b90ddfc-a5da-4186-8174-7c7d486b6761,0.411,14.1,4,1,2
96107,53eb8ca1-1e53-4d0b-bb07-fe3e9386d6d4,0.251,5.8,5,1,2
96111,2ab07853-29b9-4520-868a-1f58a792baf3,0.554,99.2,2,1,2
96112,580f4d69-62b9-4350-b34c-ddc28cf41543,0.377,84.4,5,1,2
96113,5603aee0-8aa0-41ea-bd85-aa6cc5c24ead,0.199,8.4,9,1,2
96114,0318d8f6-2a93-4bd0-b8c6-8afa6d9b74c0,0.275,0.5,6,0,2
96115,cb9cbe1e-8d08-4e09-8c4b-a3fd37c3fbe7,0.244,9.7,6,0,2
96116,0308d90b-148a-4e66-b3c6-0f95f0cabd7e,0.260,1.2,6,1,2
96117,00e943fd-15af-4627-8051-9aa482304524,0.340,0.3,3,0,2
96118,309bc357-6511-4594-b13a-4230521a0c98,0.517,1.2,2,1,2
96119,1b8b2d1b-2f56-4aaa-81a9-a30d19db28c9,0.339,3.9,4,1,2
96120,b92a74cf-7b61-4d33-ac95-6a5b53f9a90a,0.397,4.1,4,1,2
96121,5cd58c82-4a84-476a-8dbf-50c7361ec1bc,0.520,19.8,3,0,2
96127,da3a32cf-7e0b-47ba-9a57-6a5c3a05613a,0.366,4.6,5,1,2
96130,d23972c2-54be-4cc3-ab2a-5b3e912ccda2,0.431,24.1,5,0,2
96131,7ee8cbfc-5d98-4478-82ee-e155c33b56f1,0.355,1.8,7,1,2
96134,cb4f749a-4893-424d-8927-b040e87e1f54,0.341,9.5,5,1,2
96135,82eb9501-bdba-4c8b-8b2a-35bc182a0c2e,0.173,7.2,8,1,2
96138,e413f4de-ec10-494c-b2ff-037f6b48b99c,0.502,8.7,5,1,2
96141,9112ec8b-27c6-4079-848a-d280d78fd0eb,0.623,0.7,4,1,2
96142,47150062-f67b-432a-b116-b066e9cb057b,0.479,9.6,3,0,2
96145,cb2d54d9-8c9d-491a-a241-8d2897f2c2b9,0.304,7.2,5,1,2
96146,8a171be4-806b-400d-b6af-b555d98b8aa2,0.246,2.0,7,0,2
96147,5d4f2f54-b02a-450b-bbf9-a12e8d7658ed,0.272,3.9,6,0,2
96150,35bb10f0-8828-4b82-b391-16d9a9182c9b,0.209,2.1,6,1,2
96153,09b16a10-1abb-4bbf-92b0-e79d3d332d14,0.497,54.4,2,1,2
96154,23524c01-59a6-411d-9f33-b3eaa77a2f2e,0.503,7.4,2,1,2
96157,3064ed55-f41c-405e-b239-a3a749c92562,0.208,5.9,5,1,2
96165,e5d7f244-4969-4303-93a9-ed4ecd2c0e41,0.846,1.5,2,1,2
96168,3faa6cf2-50f4-4564-86bd-0e113f829f89,1.000,463.8,1,1,2
96169,2b8c92c4-fcc6-417a-b016-3112327d5d93,0.504,9.4,3,1,2
96172,7592dedb-864f-4476-8f06-66735cd4255f,0.500,3.3,2,1,2
96173,7c3dedd9-acf6-4e9c-b13f-89e8dd7c29eb,1.000,22.7,1,1,2
96176,be8542b9-b3c1-4d3b-8248-8ead77ff3027,0.996,50.0,2,1,2
96179,846f8aea-7172-4c1b-8ccd-c0d78f0b0dd5,0.592,26.3,2,1,2
96182,d5be6a60-a559-4ffb-b691-d0c5efeb7ceb,0.879,21.7,2,1,2
96183,f68c8f64-4e8c-4d1d-a6cf-4deb676937f3,1.000,138.4,1,1,2
96186,49df2b18-9717-427b-b55c-fd43212a6242,0.509,53.2,2,1,2
96189,74652c2a-cf30-4ca9-9612-221a0cdeb6db,0.928,25.8,5,0,2
96190,3d939c88-e62c-48f4-b070-e61856577f7b,0.386,5.5,3,0,2
96196,107f735f-240c-41b3-95d0-0d15df6259bc,0.176,51.0,8,1,2
96199,ca381661-f5d2-4144-9dbe-d1d977f45a6e,0.348,7.4,5,1,2
96204,c2a1e6cf-83d1-409d-a243-b4ceb9e63b43,0.329,46.8,3,1,2
96205,f1115151-b726-42bc-b720-f52c2f28849e,0.264,4.5,4,1,2
96208,7d833403-ea74-4915-b376-a85f33a5c870,0.990,13.5,2,1,2
96211,03259136-6bd1-4fd5-87c1-343e0bae0a30,0.308,2.2,4,0,2
96214,90e2843c-f877-4d83-a93c-f83bca561411,0.283,83.1,5,1,2
96215,9e3d9d72-3bb1-4153-97c8-33f17836b9b0,0.232,2.9,9,1,2
96221,e6ac7f4b-3d24-4255-9dba-c0ff760e1af1,0.522,7.4,2,1,2
96226,b1a5ee12-6e1c-4f37-83c1-852aa9c907ba,0.367,26.4,7,0,2
96227,5d5713c9-3ecd-48ae-8338-71b9c8515be7,0.368,4.2,6,1,2
96228,937651ff-c67d-49d9-970f-73eafbf12bd7,0.242,12.1,6,1,2
96233,6c040d93-218f-4bcc-9386-045a52f5150d,0.285,5.8,4,1,2
96236,2b40bed5-dc80-4586-8b9d-bafa8ea82046,0.607,61.7,4,1,2
96237,b384822a-0f35-4bc4-8407-47642c4eeb33,0.428,4.8,5,1,2
96240,e700d13f-64ad-4763-96d3-9ebde11f9afb,0.295,30.5,7,0,2
96241,ef6e053f-8bd1-45b4-923f-84d82891ff66,0.330,13.0,5,1,2
96242,b9e9f19c-e451-435e-a443-7fa043032808,0.203,66.6,6,1,2
96243,77ba4e9d-f79b-45a0-abff-9341e8ec25bf,0.152,3.2,8,1,2
96244,3e223aa0-a125-4ffe-8140-96d732cdbea1,0.363,2.4,3,1,2
96247,5b43b381-0e86-4370-871a-06ca1db2a447,0.192,0.2,8,1,2
96251,6fa16639-62b3-404b-8499-ac9525c96e13,0.522,8.0,3,1,2
96252,9e4e8c79-8929-4dd6-8c78-41aaaa1e9dd0,0.631,158.1,2,1,2
96253,49bf246a-7adc-484c-8a29-a4e6afeaccbf,0.227,8.9,5,0,2
96256,cec107ae-41d9-4b62-959a-d86b26f61ae6,0.321,18.9,5,1,2
96260,9c12c1f5-73c8-4051-8497-1d115a5ba214,0.038,418.9,3,0,2
96261,dfe01b18-e346-4d08-9c00-e1821fc7a4f1,0.525,91.8,3,1,2
96262,fdfbfdfa-3bef-4cf8-adc7-396f1bcb950d,0.272,2.2,6,1,2
96265,a531365b-2a0f-4722-808f-2a2d7705aca8,0.227,63.4,5,0,2
96268,a5295ed6-da02-4191-9b2c-194df96825fd,1.000,7.2,1,1,2
96272,d90b5b1e-eab5-4450-bdb5-ec75feadbc80,0.251,3.6,8,1,2
96273,45509376-3101-4129-a1aa-975ba1d5fe72,0.273,4.6,6,1,2
96274,79843e16-6002-4af2-8612-579e5e3ca834,0.613,25.7,3,1,2
96275,75d73570-de89-4d5b-9276-11007256dcdb,0.463,96.3,2,0,2
96278,00544ea4-2c41-4134-b691-54866cec0818,0.193,7.4,6,0,2
96281,40344e74-b830-4257-ac8a-bc01ccc2fa95,0.594,6.4,5,1,2
96282,abb1ae97-cd5a-4f0f-a5c4-14ebbd884a53,0.302,89.5,4,1,2
96283,219d6701-f367-4034-8e75-88fd5257801d,0.350,24.1,5,1,2
96284,241f9eb3-bfb5-4208-9980-842d2aefabf9,0.951,12.9,4,1,2
96285,40651cb9-8de1-42bb-8540-4b5c7bd3d027,0.329,4.8,6,1,2
96288,6dee1b61-a7e4-42a8-9c38-b9f27c63bde4,0.086,202.5,3,0,2
96289,9f4eb17d-10d4-4120-9e76-045e0ab11c62,0.702,5.7,3,1,2
96293,5b058487-2594-4b2e-9502-32e7290e47b4,0.209,44.7,5,1,2
96294,be6c2cba-1839-4772-9bcb-3ab7b4241fe2,0.162,0.3,7,1,2
96297,c83a9e4b-c3f4-4576-a63c-4727c857c786,0.540,34.2,5,1,2
96298,f001141f-fed7-4c48-8d50-866769abef44,0.235,16.5,7,0,2
96303,20b44380-e953-49f0-bd22-3309b28c8a37,1.000,311.3,1,1,2
96306,1144b3e4-e154-465f-b9fc-ab2b161f4f24,0.858,27.9,2,0,2
96307,c88cb6eb-4c1c-439f-ba59-b4ff4b64c4a0,0.375,5.1,3,0,2
96310,35363513-5574-45da-87fb-5d2eddaf0f36,0.338,25.6,3,0,2
96311,0f643cde-654e-413c-86d0-e1c0828497fa,0.518,34.4,2,1,2
96314,72ad5511-2203-4ad1-81b2-894f9f74f6a2,0.275,1.0,4,1,2
96327,3b831205-aa68-46c1-a1c7-f3be01a3a60c,1.000,9.6,1,1,2
96328,5380809f-1978-4fa4-9b5c-f37b77a9d89e,0.658,28.7,3,0,2
96329,f6061243-ed75-497c-88ca-2624f3070ce5,1.000,5.9,1,1,2
96330,ee0962d6-e811-4230-9f7a-114bf2c3c5c5,1.000,15.7,1,1,2
96331,0cb05317-a38a-4b69-a315-8fe5d3616136,0.267,4.7,4,0,2
96332,24cca965-fa1b-46dd-b1f8-2ab0530bbae6,0.284,10.3,5,0,2
96333,ae934fd0-e8cb-4112-8db7-51524063d9bf,0.629,186.2,2,1,2
96334,b0b4bdd0-27a6-4da7-b92f-a503cf6b96b3,0.539,16.9,5,1,2
96335,c2da4d32-033e-4bd4-b130-77a52e391e93,0.371,14.5,5,1,2
96336,bfb4c632-038f-43e7-82bf-9974f51936b0,0.736,6.9,3,1,2
96337,ac19f36c-2096-4195-93e1-9ca7b8b700f2,0.348,0.6,4,1,2
96338,1463b652-5311-45b7-9fc5-e598179d40f2,0.513,0.6,4,1,2
96339,d6ef6b97-8066-4336-8c89-15f331aca2f8,0.352,13.8,3,1,2
96340,a39edf00-13a1-4ba2-b8cd-06735962860c,0.419,7.3,5,1,2
96341,bbb23ef1-95bc-4b53-b2fb-90a12667106c,0.342,8.6,4,1,2
96342,a8d1dc91-313b-4919-9009-71ed70ff4976,0.285,19.0,4,1,2
96343,1d7cbce3-5663-48ec-a39a-00adc0085c36,0.502,27.8,2,1,2
96344,bab2782c-6a72-489b-bf41-4917dbcd2e0a,0.402,361.4,2,1,2
96345,02353a13-a457-4bc4-b176-2a2f7f3a2581,0.323,11.5,4,1,2
96346,80bf2407-b3a3-400e-b1e5-38ef381c92e1,0.534,4.6,4,0,2
96347,3d4e9598-653a-464c-a711-ba5e2337bc1e,0.258,1.6,4,1,2
96348,caa5d57c-d68c-4142-98e0-09d1cee3ea0f,0.365,10.4,6,1,2
96349,d4b69186-84e9-4786-abd0-927454eeedfe,0.348,4.0,6,1,2
96350,2c762981-ed56-4655-bbe1-4452e2bb0334,0.387,22.8,4,1,2
96351,e74959e3-d096-419d-9e30-928b3ca02f74,0.235,0.7,5,1,2
96353,363c5db1-a3fa-412d-a5bb-f3067bf6881f,0.152,276.6,5,1,2
96354,1f4de724-1b8d-472b-8820-8af7d2ebf817,0.274,1.3,5,0,2
96355,ac5489aa-64ac-4d8a-ac97-1d0d17307c1d,0.271,35.8,4,0,2
96356,d03a877e-267b-49ef-ade1-0227a47eb22e,0.293,1.4,4,1,2
96357,9c363ad6-7e90-4aa7-99e0-3ef4071ee112,0.222,3.8,6,1,2
96358,4b48b011-846b-4009-b1c3-498ac0c7533b,0.426,14.0,3,0,2
96359,11c86ffb-7e3d-4155-89cf-27211d05011a,0.500,2.9,2,1,2
96360,a19b0f48-64d6-43ea-9666-af4c089f2d22,0.665,29.9,2,0,2
96361,e53e13f0-b9b5-4fb5-83ab-652a954ba984,0.686,15.7,4,1,2
96362,f08de87b-ef0e-4b35-9627-16273fd213d2,0.459,12.9,5,0,2
96363,50a8bdf5-d3a6-4d90-ba3a-25ac5f9aac80,0.875,3.4,4,1,2
96364,710392ce-ffe3-4c40-93f5-5b44ec4e2b1f,0.240,16.1,7,1,2
96365,f4b05db1-6ff6-47f4-9011-a0b0c30816bf,0.213,2.0,6,1,2
96366,500bd9c8-25fe-408c-9973-3d6ae8d58337,0.392,4.2,5,1,2
96368,9307cd4f-eb17-444d-a97e-3b20d8a02809,0.484,3.0,3,1,2
96369,99b896c2-4653-420e-9a5f-954de50d352a,0.223,9.7,5,0,2
96370,ef48d1c8-bc2e-4f23-87bb-072f56b20e46,0.287,9.4,5,1,2
96371,ba483939-f4fd-4e88-bd6d-5bbeb3cddc38,0.910,28.5,3,1,2
96372,0f02b4e3-a834-43c8-bbc7-8763032b38d9,0.522,12.9,5,1,2
96373,57002135-fcd4-4fbe-8b44-9ef8e5bc88ae,0.978,7.7,2,1,2
96374,74c315b2-abb5-4bbc-a877-b0ec98cc7301,0.537,6.5,3,1,2
96375,bb702300-ba09-4997-8ee6-af65fc91198c,0.587,33.8,5,1,2
96376,6f4c1705-f2c2-4d72-a961-1446a822c9c4,0.466,7.0,4,1,2
96377,a8d38cef-5656-4eeb-b2fa-f0d6593ecc86,0.460,1.4,3,1,2
96378,00f30c91-926d-4617-88bf-f9abd3c8e94c,0.211,2.0,6,1,2
96379,5025ef59-9006-4ac5-a48d-8cdd92206dc2,0.434,11.4,4,1,2
96380,fe69175f-1c5e-4e54-84bd-2c29185db06e,0.453,3.7,3,0,2
96382,8f5d8438-5b06-4888-8880-e72f1c40539f,0.503,1.4,2,1,2
96384,87525a8c-e72f-477f-a667-a9f712d80ffb,0.266,13.0,8,0,2
96385,024d4dbe-928d-4022-9e0c-cd416ade25e6,0.150,0.1,10,1,2
96387,2da54d0b-d1ca-4058-9188-b55dd7cd6b26,0.505,15.4,3,1,2
96388,26ec84a2-9f56-4448-9e3e-457a3a8274f1,0.665,3.9,5,1,2
96389,82ea40b9-bded-4901-8bbc-0c4cd488a7fa,0.215,77.8,6,1,2
96390,046f1195-854f-4d9a-8d49-cd69fad9dc32,0.385,1.4,5,0,2
96391,6f3362b1-2eb8-4049-a3c4-63dc3165ec53,0.356,20.4,4,1,2
96392,a6690f56-d899-42cf-a044-9419aba3c17a,0.240,4.0,7,1,2
96393,22814a48-ca0e-4ad6-b0fc-d579a29b0383,0.206,10.7,9,0,2
96394,9893831a-6a6c-4ca0-b121-9178fc362ef9,0.330,0.9,5,1,2
96395,a44e15a8-f0b4-4406-b045-0f96eef75b28,0.603,3.9,3,1,2
96396,563ac905-bffa-47ba-bdc7-4b202ae0566a,0.210,75.0,4,1,2
96397,63d5baf7-cf74-4a8b-a37e-4d9ff2d5b4e5,0.160,7.3,7,1,2
96398,7a25de18-5139-4549-9076-58a6d32f69ae,0.446,3.8,3,1,2
96400,e272b7c3-7da4-422e-a5d3-351596505060,0.481,8.3,4,1,2
96401,bf7a6213-576d-4abd-9643-43070d0c461c,0.455,9.1,4,1,2
96402,8078aadf-8c8d-4670-a419-7cc61c11a4a9,0.803,77.1,2,1,2
96403,a8705c55-ca3c-4583-98d3-f575afa4d7c1,0.823,8.7,2,1,2
96404,9fed8e9c-e94d-4e39-84a7-41d9a1a8c569,0.344,4.3,4,0,2
96405,77e2b158-5507-463e-b5a5-07463c9ab7bc,0.520,18.8,2,1,2
96406,1b25be05-69d5-4f15-8856-12062f79c9ba,0.334,6.4,3,1,2
96407,09914e47-b5f5-457d-af65-08d33872892f,0.161,167.1,4,1,2
96408,e58e0f51-ea24-453f-9882-d0c910feb1be,0.336,4.9,5,1,2
96409,b33f02cc-b2b8-4357-a88a-9ec0f6f66d56,0.430,8.3,4,1,2
96410,9a445560-7b76-4974-8a9e-3d24652f252d,0.503,17.8,2,1,2
96411,10c50baa-a4b1-4663-8f8b-1d3584dbac39,0.544,8.0,2,1,2
96412,923c88c3-0291-421b-8b68-136d334739bf,0.258,2.2,6,1,2
96413,275a6c5f-dd44-4b41-a803-07863b19ec03,0.260,5.7,4,0,2
96415,ee40f785-7b78-4f32-b20f-a281d4dfe21e,0.529,11.5,3,1,2
96416,e60003cb-bb57-49f7-a214-e23220ff095c,1.000,122.4,1,1,2
96417,99b7d72c-1d61-44aa-9811-61525e8f4231,0.363,148.8,3,1,2
96418,21a98fca-2018-4252-b7d5-9b536509b513,0.294,7.2,4,1,2
96419,f706b1e3-037a-4c73-8c9c-0f7ef419871e,0.492,238.5,2,1,2
96420,2d80926d-c3e6-4673-9d67-a13c9fd4df0c,0.253,32.5,5,1,2
96421,30b35dbd-aab8-47b8-bff0-55ade8b570c5,1.000,315.5,1,1,2
96424,669210fb-7725-4e3c-b456-64816e8a555f,0.239,12.5,5,0,2
96425,e6b8a5ae-2356-4694-bee1-92b06eb16e58,0.188,0.3,6,0,2
96428,7aeac9fa-469a-4190-ab09-109ebe2234ac,0.404,22.5,4,0,2
96431,146df1fe-2308-4395-8a50-b489f32f8302,0.364,8.9,3,1,2
96434,e4d349fd-8bde-410b-b710-9263aa295de9,0.385,19.1,5,1,2
96437,11aafdb2-dbf2-4951-877c-335bd426c30e,0.877,102.2,2,1,2
96440,d9e38342-9fe5-4d05-9415-31579ce8e132,1.000,16.6,1,1,2
96443,f7595af3-7d0f-4bf4-b50e-735536dc17f7,1.000,22.2,1,1,2
96451,f748d5f9-3f73-4ec3-83a2-ba6aab448d69,0.518,7.4,2,0,2
96454,ad60b40c-b34b-47cd-b9a2-cd529d190058,0.359,4.3,4,0,2
96457,7c02811d-5dcb-4011-9615-594c09d8126e,0.359,387.9,3,1,2
96458,3ab0cadf-02d9-4114-9a80-a44dc4fc713d,0.624,109.2,4,0,2
96461,ee7da612-622c-422c-b009-af29b4a0101b,0.241,2.2,6,1,2
96462,6908f2f8-8feb-47e8-8cb0-83dd2f94049d,0.351,6.6,4,1,2
96465,fec78b11-8b72-4886-a2a8-505ac62505a9,0.344,4.5,5,1,2
96466,1cdecc66-90a5-4185-a5a5-9c0aaff0e51a,0.988,15.9,3,1,2
96469,b16b9851-66e9-4c06-acb9-30e2c875147f,0.319,7.5,5,1,2
96470,4b4c41d4-33db-42d5-b3a1-1d090f7d9879,0.280,3.6,4,1,2
96473,b7d3bd61-f8a1-4b0c-88e5-02cc32016b27,0.190,181.9,3,1,2
96474,8145e844-791c-4521-a775-2459cb493f84,0.665,3.1,2,1,2
96475,fab53f22-1759-4be0-9c6d-bf874f8a1515,1.000,4.7,1,1,2
96478,62bed8a8-d107-4d64-b548-005fc9b2a98f,0.474,3.2,3,1,2
96479,2d61a164-3cbe-440c-aa9d-38e61201fdac,0.333,12.5,4,1,2
96480,702d0c68-f9ad-47ec-a2fd-2bde28a33083,0.496,9.0,3,1,2
96481,9c843cab-aa8e-4c61-b757-4ad364ad63e7,0.474,1.5,3,1,2
96484,d893e049-b18e-4c04-baf6-3662b0a81e01,0.340,4.0,3,1,2
96487,948ffd41-c52a-472d-bba7-3a7ac065b3e6,0.530,7.4,3,0,2
96488,4a778c6d-82e4-4602-bbda-334c83bd026f,0.439,174.0,3,1,2
96491,303f9e8f-a859-4b99-8f26-58863dd5fc8f,0.413,2.4,6,1,2
96492,c6cd035b-ea5c-4a7d-9a68-919152486bc2,0.312,5.6,5,1,2
96493,84cae2af-fc6d-4855-947a-80d07b6a8bd6,0.638,52.2,3,1,2
96494,ca6ed4f4-2c15-49c6-9e6c-39d7bb53c43e,0.414,19.6,5,0,2
96497,ddad4fb2-074a-4df2-882e-17a62ccdb9c2,0.404,13.8,6,0,2
96498,1e9f5265-b6bf-4241-a087-c879957553c3,0.317,17.4,4,1,2
96499,53364ec8-3f3f-4596-934a-e68afcf2f515,0.224,7.7,5,1,2
96500,9494bec9-758c-4053-8c6a-3162d2062245,0.353,0.8,3,0,2
96503,d738f801-4046-47c0-b6f8-60ca096d964a,1.000,23.0,1,0,2
96506,e4920961-0545-4157-8e2d-9277b747a0d5,0.355,3.4,4,0,2
96509,5eebba72-9a06-4a78-be8c-d1d249b94694,0.595,86.4,2,0,2
96512,789beb31-3aa4-4bab-a88d-117859ba4b27,0.952,2.3,2,1,2
96515,857c2f7b-1b61-4670-8c7e-f46fab46aaa6,0.635,4.1,2,1,2
96518,9177396c-d388-4eba-9c8f-2e2e7b734359,0.311,230.4,3,1,2
96521,11d21750-d4f5-4479-b47c-cef90ad15e13,0.457,14.8,3,1,2
96522,4cc36f39-863c-494a-b408-70c0f2df8a91,0.440,9.0,3,1,2
96523,19830f2a-9015-4855-9eb0-4dcce2c03687,0.518,24.7,2,0,2
96524,f4a8f808-57b1-4dab-9c80-3a7ebe980f12,1.000,13.5,1,1,2
96525,820b43e8-129b-4882-a5ba-b542b4ccfd8b,1.000,11.1,1,1,2
96526,c407afe3-5b93-4882-bc61-1991356a30ae,0.489,23.8,3,0,2
96527,f5a7dc1a-0447-4605-8152-27f810329d3b,0.394,3.2,3,1,2
96530,ada4428d-c4f9-44c9-b8ba-f1f4b3a66913,0.690,6.7,4,0,2
96531,c02ba8a3-8685-4243-b09f-28c56a64d1f1,0.290,3.3,4,1,2
96532,e24016df-f426-4f59-959c-92ded25fa3a2,0.453,32.7,3,1,2
96535,0757a0e0-7361-4454-aa72-69a651690d9c,0.484,4.8,8,0,2
96536,9ea24b5f-81d6-4077-846e-9838347592ba,0.310,42.3,7,1,2
96537,27d6c791-d5ec-4e3b-9fb8-2a9f3a0f7115,0.357,12.4,7,1,2
96538,a86738ed-93b9-4da6-a414-fb87e9cb02a8,0.642,31.6,4,1,2
96539,6b4bd35f-63db-455a-954b-6aae6827cbd0,0.186,109.7,4,0,2
96540,8ac8b23f-83b4-4678-9c93-b68ff33f8627,0.245,68.8,5,1,2
96543,df7d3542-3762-49c2-8d3f-38f8f6a8b20d,0.250,15.5,5,0,2
96544,1959a2e6-0c74-4c84-a296-ee6c08e63c28,0.243,0.3,5,1,2
96545,dc686f58-c458-4aed-beb6-d14883f88e32,0.358,7.2,3,1,2
96548,c3219e55-c6c1-40a7-9e47-805485128615,0.654,0.7,3,1,2
96549,14aff6fd-09fc-4a3d-973f-367809aa4007,0.512,19.1,3,0,2
96550,13609789-de8c-434d-85f7-ee028f0ffdd9,0.337,4.0,5,0,2
96553,25479ee0-dce4-41fb-a074-c6cf4a17d054,0.291,7.3,4,1,2
96556,a963e6f6-acc5-44d1-8de0-b5ecc3242ddf,0.214,3.8,6,0,2
96559,e79d427b-91e8-421c-a3a7-a08dd7328db8,0.271,0.7,4,0,2
