receipt_no,person_id,confidence,dep_gap_s,n_candidates,has_features,workstation
701,713536f3-fbaa-4e3c-a0a3-a1e57ebae084,0.206,34.7,5,1,2
702,decfb96a-5c17-4e26-971d-6dcb6293c323,0.219,7.8,5,0,2
703,c6ce8259-ea48-480e-96d4-f02749cd1979,0.900,4.5,2,1,2
704,e0dcbcfa-6221-45fd-886b-80ece6dee423,0.274,3.5,4,1,2
705,5c14cf0d-9952-4d95-877f-424d7abad9af,0.516,8.4,2,1,2
706,a7270bdf-6dcb-43d5-b886-cb47985afbf0,0.451,29.2,4,0,2
707,cc23e24d-b14f-4bcb-b884-1d10f707a4b7,0.364,4.7,4,1,2
709,fe7b745b-efed-4c8d-a0b7-f79a52b7991a,0.320,27.6,6,1,2
710,74fff0b8-5044-4d21-9761-c3de79d4ba93,0.190,0.3,8,0,2
711,adb3254d-3c21-41e2-a0ae-c732b7b02cf8,0.485,6.5,3,1,2
712,73f82ef1-f904-45c0-bee2-c9aac3c711d4,0.219,3.4,7,1,2
713,79a011f2-769a-44ff-98fc-e48e7af78a8c,1.000,10.1,1,1,2
714,fc9c2628-8c3c-490b-9a77-48a057f93ece,0.524,13.0,5,1,2
716,961e7241-1866-421a-9eef-3bdb3294ef83,0.502,2.2,3,0,2
717,85af2d61-3e47-4663-9104-3bfb705a2813,0.412,4.3,4,1,2
718,146d13b6-adb5-45dd-ba84-7d88e8ef4afe,0.237,1.7,5,1,2
720,2ed4e1f6-8195-4418-879c-b2fdb97c489c,0.329,10.5,7,1,2
721,939b3bfa-bd89-4cf2-84e2-693faeaa9abf,0.266,4.9,4,1,2
722,055aac60-d5f2-4603-ad81-c08b7188c7e1,0.222,9.5,5,1,2
729,5983868e-9c9c-4c10-a2f2-1f6a02ff0f12,0.339,2.7,3,1,2
730,4e754153-0ce3-43b3-afa7-e77a71dca87f,1.000,54.0,1,1,2
733,f7e27f93-7dfb-4c83-ab5e-23abd4d10daf,0.262,7.9,4,1,2
736,00e71f30-cdc0-4c5d-9773-6c64d12d4ec2,0.591,9.8,3,0,2
737,d03d2a5e-f172-42d5-9e18-216c58df7d61,0.359,0.8,4,1,2
741,34f4d23d-c28a-4689-99de-f0f51c4e6632,1.000,6.4,1,1,2
744,4d85979a-4fb2-4566-9e85-008d6d7e1ab2,0.622,5.9,4,0,2
745,f487cf56-8401-4bc6-a445-c50381864108,0.339,61.8,3,1,2
748,282fc72a-5c79-401c-ab5d-3237b23f3164,0.238,24.0,6,1,2
749,850eb02c-d2ba-46f6-8bc6-5ccfde694a86,0.612,16.8,4,0,2
752,5ebd5cb4-6879-4021-a622-9d5437e819f4,0.497,139.9,2,1,2
753,58bf7155-ad97-4d43-a999-5a0a3fde5ee3,0.266,8.8,4,1,2
756,b6167861-0830-4fda-b608-6341ce92199c,1.000,12.9,1,1,2
762,63f504d6-bd5e-4e86-9dc5-3dd1f76e0e7a,0.517,6.5,3,1,2
763,a12fa9dd-3d5c-4918-a4cb-5b57f8aae346,0.503,113.2,2,1,2
766,58e284c2-9f29-4a3d-8191-10eea39190bb,0.337,2.3,3,1,2
772,001da67c-45e3-40c5-ab04-6045d41e7294,0.322,3.6,4,1,2
773,2928bf75-08aa-4821-803b-1065b90f59bf,0.349,1.4,4,0,2
776,17064b24-e544-462d-9d2c-21082de08344,0.336,1.5,4,1,2
777,1a8a3ec7-01b6-4a13-bc4f-3dab96ebcef5,0.580,14.8,2,0,2
778,9d004367-caa0-4084-9e09-7f9bff12ff55,0.526,6.0,2,1,2
779,d0c9614d-dbc3-4250-8b07-6bb60cf03807,0.560,1.9,2,0,2
780,fa715ffd-8c38-43e3-ad4f-d51028fb70c2,0.551,3.4,2,0,2
781,2cd8abf0-0f95-4ae9-86a2-3ba9f4c7621c,0.505,13.0,2,0,2
784,f8bdbb74-18d1-4235-85ba-c5a4676b402e,1.000,0.8,1,1,2
787,16496367-9afd-4fb6-b0f0-cfd05d452929,0.279,116.9,3,1,2
788,b4160627-db47-4ffd-89a4-7fb980d9203c,0.361,10.8,5,0,2
791,cfb83638-4a56-4a57-b8f7-ddeb508c63fd,0.181,3.8,6,1,2
792,f95ef71e-24d7-41e0-8f6d-abfc428acf27,0.660,2.5,2,1,2
793,7461649b-2e35-455e-8d68-a8033585e8ec,0.349,50.0,4,1,2
794,2c598aaa-9144-4926-881d-814553e05dc2,0.337,4.7,3,1,2
797,56fed9df-5b90-48b7-9363-79732242868c,0.253,1.8,4,0,2
800,bb636620-4b61-4fde-b0df-e40410239ea4,0.942,0.7,2,1,2
803,3fe39874-d7b8-418f-bddc-d1e197ad840a,0.930,5.9,2,1,2
804,4c57defb-537d-412f-be43-d6e08879c80b,0.249,94.7,3,1,2
808,59c41c0f-3c48-400b-8fd6-d35afdecd806,0.713,28.5,2,1,2
811,437f04bf-c78c-4dbf-8d1d-454610c6cb16,1.000,8.7,1,1,2
812,d1f280d0-017d-4fa9-9bea-ab1e191c250f,0.413,16.6,3,1,2
815,259b888e-23fc-454b-b92b-d9e6e9c057d8,0.334,72.2,5,0,2
816,0d5f0f45-c99f-4e00-a133-f618917672b6,0.299,5.9,7,0,2
819,ea4a6a40-752e-4252-8075-c0ee3d7c2761,0.157,6.0,7,0,2
822,20d33af6-e8db-408c-8757-cbadb4e1ed71,0.374,13.2,4,0,2
823,5aca4dca-d286-4d92-afbe-4305d2ed5e9d,1.000,102.1,1,1,2
827,2aaea270-0b63-4190-b56d-821e7ff243b9,0.255,7.9,4,0,2
830,8b18b6c0-e842-461f-b6a1-8205bb38525b,0.532,4.7,2,1,2
833,f50a900b-ae7c-4b5a-b250-74015b0217c1,0.257,10.8,4,1,2
836,7b101ef4-20c0-4ef5-a411-eb70d7a70bd7,1.000,46.0,1,1,2
841,8f13d0fb-32cd-43e2-8a03-2e5bfafd12a5,0.212,3.5,6,1,2
842,fb61a795-faca-49c1-9591-dc8f3720c45d,0.360,12.0,3,1,2
845,7baf3c6e-8eb1-468c-806a-7856abb831e2,0.286,5.1,4,1,2
848,e492f2a7-3062-4bfa-a5c0-d5c16344fdb3,0.502,31.8,2,1,2
851,756ed63a-3f61-4989-ab83-5ae894e687ec,0.117,191.1,4,1,2
853,d59714b9-2b1b-482b-a0e0-41e3ee77df99,0.447,1.0,4,0,2
854,c8e80880-07a5-4f90-a55d-3b7638ac7a45,1.000,32.4,1,1,2
857,3fd89c59-9e23-4137-8972-1fdb891adf2c,1.000,32.1,1,1,2
860,cdf49a0e-46ce-4ec5-be23-fec0121a100d,0.501,4.2,2,1,2
863,51c8ccbc-c3c3-4ef8-9786-067b3ad34d93,0.449,7.9,4,0,2
865,0acdd7a4-1e03-40b3-b156-22bf6d83fac1,0.353,27.7,5,0,2
877,d8466419-9bb7-4935-9407-09462a396728,0.347,2.9,3,1,2
880,545a4465-0be5-4633-8aa2-874ee23b59c2,0.482,206.6,2,1,2
886,212b5bba-ebf8-4cd4-a9bb-04ee790b66dc,0.958,2.2,2,0,2
890,a6645dd8-ba65-4ae5-a611-86aa9ef52db6,0.473,15.9,3,1,2
893,3e6352c3-092e-4523-9aaf-997b2a491cb8,0.373,18.2,4,1,2
896,16794108-448c-4423-807b-a0b082d00218,0.371,6.6,4,0,2
897,f7fb0c67-0b18-44a6-8869-ccdf55321f26,0.526,4.0,2,1,2
900,b785840f-1b2e-4d95-bb3e-75d9fd328133,0.237,5.6,5,0,2
901,6671f16b-4173-49cb-b812-9a26c23c99cd,0.508,11.6,2,0,2
904,74aa3110-5baf-4500-b3b2-7de5ac6a8d9c,0.865,8.4,2,1,2
905,2f41eb82-ae38-4147-931e-1dabce0ea459,0.613,11.1,2,0,2
908,bb0757dc-4673-4f91-82a4-f2484b132e2f,0.505,151.6,2,1,2
909,470e8932-de99-4eea-a131-429b41424884,0.503,0.3,2,1,2
912,8380f827-1743-4a6f-959e-ba9de051228f,0.505,19.3,2,1,2
915,4ae720b2-0347-4a9e-bb9d-d5b70161c4d5,0.351,6.5,3,1,2
916,fa9fcda6-0111-49a8-9c05-ab8ec8c12685,0.535,323.7,2,1,2
919,5da13ee2-2bab-4db8-8933-ec0c4d92fcd5,0.521,11.1,3,1,2
923,c88151dc-8ff1-418a-bed0-cb99b3b09b47,0.942,5.1,2,1,2
930,a790b7c4-ad70-4a6c-bd56-e2539c017bfb,0.634,22.2,3,1,2
933,70b3df6c-6a07-4953-9e8e-55fafe9d89b0,1.000,11.3,1,1,2
936,d728dccf-f9ce-4ac7-9bc2-bb11d749aeea,0.367,36.5,5,0,2
937,d33872fe-1a9f-4e4a-81f1-1befba06a38e,0.275,0.9,6,1,2
941,74129568-ae06-4290-84d5-30898cfd59c2,0.530,3.9,2,1,2
944,739275ac-1472-476d-aa58-fd619f0dbc2a,0.237,2.4,5,1,2
945,043ef581-7158-425a-9db5-928102daeee6,1.000,25.0,1,1,2
948,522c31ca-8797-403b-845c-4ccc193081fa,0.747,65.8,2,1,2
949,05271a08-963c-4973-ac95-35f3e35bd76a,0.301,12.6,4,0,2
952,b7a00338-677f-46da-abb2-99786470873c,1.000,29.6,1,1,2
955,672dda81-c71b-462d-8ca0-8f2fc0af134f,0.287,47.2,4,0,2
956,043b5144-25f7-4e49-ab6e-d075cbf99264,0.185,4.9,6,1,2
957,c0e0b3b1-0089-4c2a-b358-67da234e368f,1.000,7.5,1,1,2
960,e3242f99-437c-4c10-ab28-5779dd7a998e,0.501,10.5,2,0,2
963,806494bb-b435-49f7-a349-aaa330182efb,0.433,13.1,4,0,2
966,c730baa8-33a5-4158-81d1-e700fd8e937f,0.691,29.7,2,1,2
967,a2c0d155-2249-4157-8f4e-c82cbd30130d,1.000,1.1,1,1,2
970,5ff9baf7-e94f-4f13-9d83-0a8bffb2bd84,1.000,4.9,1,1,2
971,325bddc5-81fa-49af-a4a5-0e4bdc121544,0.412,44.3,3,1,2
972,59c1760a-86ad-426a-b71c-9cf264ab0583,0.217,28.3,5,1,2
975,71e93602-a251-4498-9193-13297d035410,0.492,159.2,2,1,2
976,3ab00689-46c5-4167-bc90-2c3e09b21f27,0.378,41.3,3,1,2
979,5e34e7f3-fcad-45dc-ae2c-5d212319009d,0.402,0.4,4,1,2
982,d87d772c-b7bb-4369-bc1a-74ebb4fe35f3,0.506,30.5,4,1,2
983,8b865436-033c-4829-b209-0b7079280530,0.597,7.3,3,1,2
984,6241ce0b-1bae-4178-b231-6b55cb4a10b5,0.681,13.3,2,1,2
985,a6dcbd01-22a2-470e-9dae-7ca620b07cd9,0.273,3.8,5,0,2
987,70119d5b-eaf3-40aa-898f-5a87c1a8a3fe,0.420,3.4,5,1,2
993,161fe32d-75a0-4b95-b358-0535e56d4b25,0.634,3.3,4,1,2
994,5ddc9332-45cd-4165-9b5a-2b848bde112b,0.295,2.1,4,0,2
995,df86c8fb-e5af-441a-b2ae-711f8939546b,0.216,1.5,5,1,2
998,74cb4de5-36df-42e1-a623-6574fdc00358,0.534,10.3,3,1,2
1001,e9a81fbd-e318-4d2a-97a3-8aee0e2d0038,0.564,21.5,4,0,2
1002,d9851167-d29f-4151-8320-70157e6c5a91,0.346,0.9,5,1,2
1003,d7429a39-aa0a-4455-8d36-ca6c11ab2c81,0.345,22.9,4,0,2
1006,01bef585-bf27-44f7-bbeb-4b1d53571bd7,0.978,10.5,2,0,2
1010,70edc683-6ef6-4402-a72e-41043672f5e6,0.568,5.0,2,1,2
1013,2a0d8b40-bd6e-4d2b-83a0-d9ac74729e89,0.274,11.0,4,1,2
1014,5214426d-b88e-470b-8742-0250580b9349,0.520,4.8,2,1,2
1024,abdd142c-5f63-4bb1-b0b1-8bd3635e849e,0.504,2.3,2,0,2
1025,11bd544d-e856-4d38-8637-5d1ee5a194a4,0.370,3.9,3,1,2
1028,85767ec2-a0fb-4f1e-a96d-c2a75ebbc3af,0.887,21.1,2,1,2
1029,9254f1a2-5a0a-4dc5-ab8a-f734d50f45fb,1.000,16.7,1,1,2
1032,a4ec9e88-918d-46d3-a70c-13c2030d587a,1.000,13.3,1,1,2
1035,8a9d4e20-f869-4b95-b11d-14a78b1db19e,0.508,0.1,2,1,2
1039,f99248e8-83be-4c90-9c69-af7a338196ce,0.390,21.4,3,1,2
1040,6c008423-e66d-4d90-92f5-fa54b7d75dc9,1.000,9.9,1,1,2
1043,7399a7c3-fab2-4288-93c9-b1797357ce4f,0.506,12.9,2,1,2
1046,ce1c0758-3be9-4179-87ac-06bcb879c504,1.000,51.1,1,1,2
1047,0c151dd2-82c2-456b-b408-3f32f78e3688,0.502,26.3,2,1,2
1050,2fde3577-e862-4c3d-bb37-ab2e59069c85,0.152,176.4,4,1,2
1051,efa631fa-bab6-4bfb-8af8-6bf27f24fc05,0.267,2.0,6,1,2
1052,f796bbc6-7335-4e81-a6bc-b33455ad751a,0.224,7.9,7,0,2
1053,a1faf030-3a20-4ba7-af15-728d9ee4630f,0.206,7.3,5,1,2
1056,8e6289a6-5b0c-4b62-9f7b-bf1602052296,0.990,13.2,2,1,2
1057,6d1668b8-6b31-4c5d-ac59-45f466b4c4ec,0.020,635.4,2,1,2
1058,ad089952-921b-4061-8063-49cf9bc18fdb,0.479,190.1,3,1,2
1059,e6233995-95eb-40ab-a8ed-026f70ed692a,0.451,18.3,4,1,2
1060,3d4f86f9-f732-4949-8ce5-10fccbca3916,0.794,3.5,3,1,2
1061,d1e1bd8b-c887-496a-af16-fb1b0dbc36f6,0.725,24.1,2,1,2
1064,8d3ed21c-c6f8-4475-af4f-44aa1838b445,0.262,6.9,6,0,2
1065,7c4ed2ac-2943-464c-b67e-b371728e924f,0.506,27.2,2,1,2
1071,f1760f0e-bd46-450c-81b4-b8df5d5a38f8,0.279,4.8,4,1,2
1072,37232ae0-753c-4d60-91b0-20198db9c363,0.667,4.3,2,1,2
1075,bfa4837a-8ef0-4ad7-a51d-ef5f05fea8ae,0.490,120.0,2,1,2
1076,f030ea0e-37d1-4d77-bf1b-fea430f20fa6,0.470,19.3,3,0,2
1084,21ec3aa1-a9f3-424e-8fa0-0c0eeb551651,1.000,4.1,1,1,2
1087,5ee25e10-7dd7-4d61-b05f-fc33eb07644f,0.396,10.1,4,1,2
1090,e5a71fa2-426c-44c9-b5fb-67d01ccb7885,1.000,47.9,1,1,2
1091,9f6bf424-9f28-4cd5-ba3e-b5be72bca322,0.452,12.4,4,1,2
1094,e3857a9d-ae94-4742-bdb5-05d9bddf8d74,0.344,3.4,3,1,2
1097,ff717508-24e1-4884-804a-af35d2fc291f,0.638,9.8,3,1,2
1100,c75627de-b6e5-45c4-9066-bcbae7ea3bfd,0.641,39.4,3,1,2
1101,7e97efaf-d68f-4ac5-a3c7-ab8c3eaaa0e0,1.000,9.5,1,1,2
1102,3affa006-8eff-41d0-a7cf-f0b3ed11c527,0.503,2.6,2,1,2
1105,7acc420d-0931-49ee-8abb-a555ffc9740b,0.570,27.0,4,0,2
1109,890896de-1c24-4762-a4c8-bbedb3cf6109,0.416,119.1,2,0,2
1110,41f0ea97-7608-4292-9948-eb0f099d4bc3,0.575,10.3,3,1,2
1112,f9128e5d-8210-4e7e-8bea-b8de7f03407a,0.460,192.0,2,1,2
1113,77df75fd-367c-4078-870f-592bba911723,0.540,123.4,2,1,2
1116,a5f5ca4e-82c2-49f3-bdb2-151710cdf951,0.259,2.4,6,0,2
1117,24e07c2a-2efc-49d4-9931-6c6e225ba8b3,0.345,212.5,2,1,2
1118,10d263e0-fa22-4330-b3ce-9554de41fbde,0.505,7.8,2,1,2
1121,61d93d78-ec66-4e53-8a83-3c81bd8e5aec,0.495,122.1,2,1,2
1124,7b1e5c1d-5a38-402b-a732-46ff349ae014,0.263,0.2,4,1,2
1127,0e6cfc32-5109-4513-a414-e732571814b9,0.273,5.0,4,0,2
1130,37e33ab8-2c85-4d00-8c7e-59ee13d8f2a7,1.000,20.6,1,1,2
1133,0b9f322c-d9d5-4bbd-90fc-646065716a78,0.503,18.7,2,1,2
1140,ed701cde-aa61-4999-8894-f783dd7abac3,0.467,4.2,3,1,2
1141,12418b45-db3e-4dec-b3b3-60b2073c5072,0.288,2.4,4,0,2
1142,aa5c41cf-558a-49b8-b253-2aebcea038b2,1.000,11.8,2,0,2
1147,c7b00a90-f035-4e82-9a1c-90f18052c860,0.859,10.9,3,0,2
1148,765f7882-6ced-407e-a22c-07abcade6de2,0.412,35.1,4,1,2
1157,b355ef15-b27f-4f09-b9ca-8a30b16f2dc1,0.571,25.1,2,1,2
1160,cf38d95d-2285-4ae8-8de1-5b8e192d14b9,0.975,1.2,2,1,2
1163,7cd22c51-051f-4b3c-a96f-6f730759e7b9,0.409,12.5,3,1,2
1171,d5c309e1-f1e3-4fe3-b763-1c0e09fb95f7,0.364,29.4,3,1,2
1172,535b090a-a936-494c-b53f-b6db58e23f9d,0.337,4.9,3,1,2
1175,c7285064-fee7-475c-b5a0-3bf8affea785,1.000,14.5,1,1,2
1178,f688af10-63aa-45db-8de7-3ebc6f0815b0,0.614,0.1,2,1,2
1181,08a2eca3-f9f2-41ce-9091-c7773a86ede4,0.490,10.0,3,1,2
1184,260ae8cb-011b-4057-8593-5875e2415348,0.535,5.2,2,1,2
1187,cfa3f329-1775-49af-8589-435d25e09d33,0.481,12.5,3,1,2
1188,3a05d560-dbaa-44ac-bfce-515c98654e31,1.000,20.2,1,1,2
1191,0b29b0b3-2e2c-4922-a217-00a35b7916be,0.828,20.1,3,1,2
1192,486b35a0-2b92-421c-9ac9-549e6035cd27,0.350,53.9,3,1,2
1195,4be3048d-47f2-471a-8c5f-19ad858083bc,0.462,1.5,3,1,2
1198,c3d43e20-2e4f-48f8-ba7a-e76b19433239,0.389,5.1,3,0,2
1199,92f9de81-2848-44b7-b7d8-26b66539f2b3,0.515,5.6,2,0,2
1202,0f236ea7-79fe-42d7-928f-28e8ca364379,1.000,127.6,1,1,2
1203,c2699885-2daa-47d1-8410-dc48974d619e,0.262,1.8,4,1,2
1206,22aad193-e76b-43f6-ab01-3ee9b81a0474,1.000,15.6,1,1,2
1209,abdbe222-30ec-4d66-a440-887631da9288,1.000,7.7,1,1,2
1212,56696399-b388-4484-83bf-a4d83cfd4100,1.000,8.3,1,1,2
1213,f54f0341-541e-4d68-aa2e-5d67050daee4,0.502,23.0,2,1,2
1214,5352ab93-98be-4a21-bdef-8d77668bb965,0.403,24.4,3,1,2
1217,ef81b262-00e7-4154-834c-bce95fd977cd,0.206,3.6,5,1,2
1218,325945bb-eaeb-4264-a3b8-ff5dcd16c492,1.000,84.3,1,1,2
1222,85db7019-6f8f-4141-a2b9-95cd90f5abf5,0.507,20.5,2,1,2
1225,c037ee0c-3140-44a2-a21e-ed64a698d75c,0.597,19.8,3,1,2
1227,96d33639-2e09-44da-8925-a87460a77888,0.589,20.2,2,0,2
1228,95c4c5fa-81e8-43bc-b60d-55f3127805e2,0.504,11.6,2,1,2
1231,902f743b-20d1-4960-a416-b3fcfe91e964,0.314,1.3,4,1,2
1232,a2989f04-7592-466e-a7f4-6367391efff9,0.375,4.9,3,1,2
1235,a96aba41-49e0-4950-be2d-c4062bb24032,0.524,22.3,3,0,2
1236,4d060b95-0f13-4886-8c54-7b59468fd9bf,0.502,6.0,2,1,2
1239,60251b9b-541d-4f13-a158-42666b9eea52,1.000,14.8,1,1,2
1240,bcdafd67-56f2-4c71-a77a-e44f66f980f4,1.000,6.7,1,1,2
1243,c503a18d-81d9-4017-bfce-f0aa7e956d44,0.364,0.6,3,1,2
1246,7571b3c0-4a57-480c-9066-14d21bd04ef9,0.557,6.8,2,0,2
1249,0dd9109d-caae-4d2a-bb4f-adbe1175bd63,0.527,25.8,3,0,2
1250,f961819e-f1f1-4d52-aff5-fc388e7a29a8,0.504,26.3,2,1,2
1256,bcd31ecc-4d10-4e1d-aabe-e5006fbe2c90,1.000,138.1,1,1,2
1257,41e19ed7-c10d-4906-80ea-9d7412af0cbd,0.504,1.6,2,0,2
1260,05e7a586-c0e9-4b61-8ab9-e383feaac6ed,0.452,11.1,6,0,2
1263,6d897876-8776-4640-b8fa-4c29463dda1d,0.464,18.0,3,1,2
1264,81507c69-f368-4939-bf8d-e8bf9368182b,1.000,21.4,1,1,2
1267,bfc55ede-c7d8-4975-880f-ec6984306243,0.337,13.2,3,0,2
1268,21df162a-0571-4c2f-a8a9-fe53366a05eb,0.505,7.3,2,1,2
1269,5f6bfda7-3106-4728-9338-38614cb06fef,0.248,92.0,4,1,2
1270,3c194aed-f0e4-4291-ae4b-5c1ab2a35f55,0.325,10.8,5,0,2
1271,a0b504cb-2b5a-4bdf-b22e-74c9d1f00c1c,0.510,4.0,3,0,2
1275,bb277cdb-c656-4c3c-b41d-10022af4d688,0.509,3.7,2,0,2
1278,1047c72e-58f7-48ce-9eea-edaa149f2940,1.000,23.9,1,1,2
1281,0faa689d-29d1-4422-9cca-975c3eee1dd4,0.494,15.4,6,0,2
1282,2f58875b-38df-4ae2-8ecd-1c0c64b94f4e,0.473,3.1,4,1,2
1285,a07264aa-2f63-422e-bd8f-3837f0d5749b,0.240,1.9,5,0,2
1286,9ac1ce9a-9848-4224-85ef-503e37f06c3d,0.230,5.9,5,1,2
1289,506ae9d9-ee50-4c5c-9cc8-5c98927dc424,0.338,16.6,3,1,2
1294,def9ecc1-6e93-4839-8592-42f2c993ed34,0.584,8.9,2,1,2
1297,5a804d2c-64d0-4ab6-99d3-9b90ebe6cf53,0.512,36.5,2,1,2
1300,e72dedeb-8c86-4c74-9997-e0462edd65a3,0.482,10.8,3,1,2
1301,f175f1a3-b66c-4764-b7da-27235a5490ce,0.342,26.2,4,1,2
1302,19c7a8b3-0d84-4a79-8cea-64e701f2bfee,0.838,28.2,2,1,2
1303,2603d3a8-b7f4-4082-9f7e-e218e92d4588,0.519,6.9,2,1,2
1306,7f5461d4-4615-470d-8993-faa82490f871,0.477,14.7,3,1,2
1309,a554f255-a997-4993-91f9-b3bb75bc17af,0.217,7.8,5,1,2
1313,c313c4c9-7efb-4b00-a8cb-cca917709061,0.483,25.4,2,1,2
1314,fc861771-5c1e-4b3c-801f-ffde90864f82,0.339,1.6,3,1,2
1315,c257bf05-6d93-43f6-8fcc-c12e69173555,1.000,485.8,1,1,2
1317,7e87dd0a-acf6-40f8-8826-fe248a136fe4,0.386,8.5,4,1,2
1318,7725fcc7-c61f-4e31-a083-c87bd32750bc,0.313,8.8,4,0,2
1319,518fdc58-a10a-49cd-8987-10b808969fa1,0.870,11.6,2,1,2
1320,e53a875a-4c97-4a99-bcfd-9b9958363b84,1.000,21.7,1,1,2
1321,53f6de29-52fb-45bc-8519-bfb12d047c2c,0.394,3.7,4,1,2
1322,32ad17e9-300e-4df1-9fa2-9b8ffdb5039c,0.618,3.3,2,1,2
1323,a25dbc36-7c5c-4548-bdd4-7d4d061743b8,0.509,3.3,2,1,2
1324,1534a2eb-1d36-42fb-a1d7-742aae442774,0.444,10.6,5,1,2
1325,2e810bce-3549-4ab9-8e76-34e8d4396d0c,0.299,11.7,4,1,2
1326,2542f2f4-4861-4743-bfdd-2c827731a7ad,0.366,1.0,3,1,2
1327,3ef43da9-5993-4bcd-a22c-958ff1ebf01d,0.360,6.6,4,1,2
1328,961f18b4-b206-4bbc-b1c8-0b020d9b8a18,0.501,49.7,2,1,2
1329,02201fcc-faec-495f-a8a7-a09ef88374f9,0.587,8.4,4,1,2
1330,e82629e5-a64a-44e9-a948-c4de064a262e,0.518,26.1,3,1,2
1331,2a4d720a-53b1-4a8a-972a-4fe1090295f8,0.686,9.0,3,1,2
1332,fd8d92a6-e0e6-424f-af77-50832b5bb5d9,0.995,138.8,2,1,2
1333,32a6f420-a479-4f86-8762-fbd468e06968,0.772,19.2,3,1,2
1334,aedd7727-c34f-4a55-8697-41cb074685ec,0.348,10.4,3,0,2
1343,ec2cbdbe-4205-4de4-9622-951eac735b97,1.000,13.1,1,1,2
1346,c7c2f3d4-26c4-4796-807e-88ff75bbca12,0.377,16.2,5,1,2
1347,462b384c-c8e6-4e74-8f06-5f101cb1d943,0.516,4.4,3,0,2
1348,7a151cb3-de6b-4f5c-851a-9ff73c21083a,0.342,12.8,3,1,2
1349,3855fb7e-f2e2-4aee-964b-35d94526688b,0.293,31.5,4,1,2
1350,37256e53-7987-4f29-9f32-1559a3b51d35,0.304,2.2,4,1,2
1351,28fc5580-f7fe-45d3-b889-13b1729bff0e,0.501,3.1,2,1,2
1352,79192346-c350-4213-a771-2fcdae93bc8a,0.503,12.6,2,1,2
1353,8362166f-4475-487d-9c8f-6b989015dc14,1.000,94.4,1,0,2
1354,fbb83e2e-e498-4fe9-9b34-a91c6ed02101,0.293,0.8,6,1,2
1355,a042a272-da82-4248-b06b-d0772fef84a9,0.208,9.2,5,1,2
1356,3a298d81-e459-4def-9ce3-c27bebbffda8,0.705,14.7,2,1,2
1357,762c2b31-d9bf-4d8c-b41f-d6afd13dfe37,0.205,38.9,6,1,2
1358,2f66bb23-6991-4aba-8d5a-7c5c54c99b65,0.220,8.5,6,1,2
1359,d085cec5-1e7e-410c-b80d-90923caf8c1f,0.940,25.2,2,0,2
1360,64936e09-7185-4aa9-8981-ccbd55bddf35,0.598,179.1,2,1,2
1361,47f96d89-7b22-45da-8d75-f37f6509ea01,0.539,10.7,2,1,2
1362,0f920913-89d8-4ca1-993d-863d9eaa416a,1.000,33.3,1,1,2
1363,5bc22459-1f99-4b36-90b3-185655e3fe96,0.256,1.2,4,1,2
1364,1aef98bd-5b46-4705-862f-53cf5e396001,0.583,10.6,2,1,2
1365,dc26a5bf-8e75-4973-a48b-7a7c3afa8f48,1.000,26.9,1,1,2
1368,1dc79891-8292-462c-b88d-451e91be61ec,0.506,6.7,2,1,2
1369,cad390e7-213f-4b98-8d92-9373aa567a56,0.340,13.8,3,1,2
1370,ce3547cb-55cf-449f-9f34-98473693ef12,1.000,144.5,1,1,2
1371,4a882271-30b0-402b-8adb-206d7daa8028,0.544,2.6,3,0,2
1372,862d6ee5-13ae-43fc-992f-1b93e190d818,0.366,3.6,3,1,2
1373,04f9e3e8-c994-4c02-96f1-667c2726b516,0.251,105.5,2,1,2
1374,566c31f1-456a-4eea-b24e-0c6300bc902b,0.296,2.7,4,1,2
1375,88aa9d01-6d17-490d-b080-80a606b492b6,0.356,2.4,4,1,2
1377,1b9e4497-e506-46ed-89bd-d5e309addc8c,0.300,46.8,6,1,2
1379,419ae89f-fcc1-4a1b-8613-c46f546f2735,0.279,84.2,4,1,2
1380,f9d02606-d31f-47b6-a292-bc7b8d457274,0.063,366.0,2,1,2
1381,1baf7868-4332-4400-9c26-d5132adaf2ab,0.881,1.5,3,1,2
1382,a697fbd6-83cd-4763-ac6f-d0d38b9dec65,0.340,5.4,3,1,2
1384,88b4b1ce-bcf7-4feb-8b0e-1108a84ad6de,0.948,4.5,3,1,2
1386,7f75e781-9421-4d8e-8ac7-8903ba92e07f,0.398,16.8,5,1,2
1387,f0e420e3-155e-422c-9adb-635f8d4d07bb,0.459,3.5,3,1,2
1388,f671f5dd-c634-4664-8717-d525c78eb706,0.234,11.5,5,1,2
1389,ed15080c-76e5-43b6-a76b-e853e0cae178,0.847,9.8,2,1,2
1390,ed96ff64-9a81-4ce3-92db-039d6167f4ff,0.305,0.7,6,0,2
1391,3e45d30b-7e0e-4049-9aa2-c635419e355c,0.296,2.0,4,1,2
1392,2b040d5f-112f-4891-9f3b-0c3c84d3f4a4,0.892,9.4,2,1,2
1393,23b3e7e1-4cec-4e4b-a3bd-eee06047937b,0.422,5.5,4,1,2
1394,771b1436-99a5-4acb-becb-ba06d6fc4b8b,0.362,0.4,3,1,2
1395,e30d0a5d-ba60-4f67-adcc-8d0dad81633e,0.350,4.2,3,1,2
1396,bc40e342-0651-4534-9f3a-376853ed4d0b,0.873,21.0,2,1,2
1397,cc23117b-3002-4cdd-ae7c-1d1bbaca2a37,0.758,5.8,2,1,2
